source_genesymbol	target_genesymbol	is_directed	consensus_direction	references
HTR4	GNAI1	1	1	SIGNOR:31160049
HTR4	GNAS	1	1	SIGNOR:31160049
FHL1	RBPJ	1	1	BioGRID:24952875;HPRD:15710417;NetPath:14999091;SIGNOR:9418910
IL10RA	JAK2	1	1	SIGNOR:26260587
ACVR2B	SMAD3	1	1	SIGNOR:21966641
ACVR2B	SMAD2	1	1	SIGNOR:21966641
RUNX3	NOTCH1	1	1	SIGNOR:19800882
NCOA4	PPARG	1	1	HPRD:10347167;SIGNOR:10347167
TNFAIP1	RHOA	1	1	SIGNOR:19782033
PTK6	AKT1	1	1	InnateDB:15539407;ProtMapper:15994200;ProtMapper:20606012;SIGNOR:15994200;SIGNOR:20606012;iPTMnet:15994200;iPTMnet:20606012
PTK6	STAT5B	1	1	InnateDB:17997837;ProtMapper:17997837;SIGNOR:17997837;iPTMnet:17997837;iPTMnet:21205088
PTK6	BCAR1	1	1	PhosphoSite:15870699;ProtMapper:22084245;ProtMapper:25938342;SIGNOR:22084245;iPTMnet:22084245
PTK6	ARHGAP5	1	1	PhosphoSite:10713673;PhosphoSite:18829532;ProtMapper:18829532;SIGNOR:18829532;iPTMnet:18829532
PTK6	ARAP1	1	1	PhosphoSite:20554524;ProtMapper:20554524;SIGNOR:20554524;iPTMnet:20554524
SNTB1	MAPK12	1	1	HPRD:10212242;SIGNOR:29681515
RUNX2	NOTCH1	1	1	SIGNOR:20740684
KLF9	SIN3A	1	1	SIGNOR:11438660
GTF2H2	ESR1	1	1	SIGNOR:10949034
C1D	NR1D1	1	1	SIGNOR:9405624
RUNX2	CREBBP	1	1	SIGNOR:20551513
CBFB	RUNX1	1	1	BioGRID:10856244;BioGRID:14729951;HPRD:10856244;HPRD:11276260;HPRD:17431401;InnateDB:24522927;IntAct:17431401;IntAct:25678665;IntAct:2845103;Lit-BM-17:10856244;Lit-BM-17:11742995;Lit-BM-17:14729951;Lit-BM-17:14752096;Lit-BM-17:15331439;Lit-BM-17:17431401;Lit-BM-17:20195544;Lit-BM-17:22498736;Lit-BM-17:23333304;Lit-BM-17:26598521;Lit-BM-17:2845103;SIGNOR:11179217
PRKG1	HSPB1	1	1	KEA:17570479;PhosphoSite:17351657;PhosphoSite:21131586;PhosphoSite:33524056;ProtMapper:11383510;ProtMapper:18720982;ProtMapper:19593530;SIGNOR:19593530;iPTMnet:19593530
PRKG1	SRF	1	1	ProtMapper:19778940;SIGNOR:12809504;iPTMnet:19778940
PRKG1	CFTR	1	1	HPRD:1377674;KEA:1377674;KEA:17570479;KEA:92316961;ProtMapper:10581361;ProtMapper:1377674;SIGNOR:10581361;SIGNOR:1377674;iPTMnet:10581361;iPTMnet:1377674
PRKG1	TNNI3	1	1	ProtMapper:15769444;SIGNOR:15769444;iPTMnet:15769444
PRKG1	SLC6A4	1	1	PhosphoSite:16112691;PhosphoSite:17310063;PhosphoSite:17913921;PhosphoSite:27140629;ProtMapper:17913921;SIGNOR:17913921;iPTMnet:17913921
PRKG1	HRH1	1	1	KEA:10101032;KEA:15107581;ProtMapper:10101032;ProtMapper:15107581;SIGNOR:10101032;SIGNOR:15107581;iPTMnet:10101032;iPTMnet:15107581;phosphoELM:15107581
PRKG1	RGS2	1	1	HPRD-phos:14608379;HPRD:14608379;KEA:14608379;KEA:17570479;PhosphoSite:14608379;PhosphoSite:24777815;ProtMapper:14608379;SIGNOR:14608379;iPTMnet:14608379;phosphoELM:14608379
PRKG1	VASP	1	1	HPRD-phos:12576312;HPRD-phos:17287340;HPRD-phos:20058876;HPRD-phos:20166139;HPRD:10851246;HPRD:10922374;HPRD:8182057;KEA:10851246;KEA:10922374;KEA:12576312;KEA:14679200;KEA:15694326;KEA:17570479;KEA:7925440;KEA:8182057;KEA:94237860;KEA:9685341;ProtMapper:12576312;ProtMapper:14679200;ProtMapper:15212693;ProtMapper:20483741;ProtMapper:21702043;ProtMapper:23867907;SIGNOR:12576312;SIGNOR:14679200;iPTMnet:12576312;iPTMnet:14679200;iPTMnet:17287340;iPTMnet:20058876;iPTMnet:20166139;iPTMnet:8182057
PRKG1	GTF2I	1	1	HPRD-phos:12082086;HPRD-phos:19651622;HPRD-phos:20068231;HPRD:12082086;KEA:12082086;PhosphoSite:12082086;PhosphoSite:16055503;ProtMapper:12082086;SIGNOR:12082086;iPTMnet:12082086;iPTMnet:19651622;iPTMnet:20068231
PRKG1	PLCB3	1	1	HPRD-phos:11278298;HPRD-phos:19651622;HPRD:11278298;KEA:10893237;KEA:11278298;KEA:15302935;KEA:9660757;ProtMapper:11278298;SIGNOR:11278298;iPTMnet:11278298;iPTMnet:19651622
PRKG1	PTS	1	1	PhosphoSite:10531334;ProtMapper:10531334;SIGNOR:10531334;iPTMnet:10531334
PRKG1	LASP1	1	1	HPRD:12571245;KEA:12432067;KEA:12571245;ProtMapper:12571245;SIGNOR:12571245;iPTMnet:12571245;phosphoELM:12571245
PRKG1	SF1	1	1	HPRD-phos:10449420;HPRD-phos:17287340;HPRD:10449420;KEA:10449420;ProtMapper:10449420;SIGNOR:10449420;iPTMnet:10449420;iPTMnet:17287340;phosphoELM:10449420
PRKG1	FHOD1	1	1	HPRD:15051728;KEA:15051728;PhosphoSite:15051728;ProtMapper:15051728;ProtMapper:21106951;SIGNOR:15051728;SIGNOR:21106951;iPTMnet:15051728;iPTMnet:21106951;phosphoELM:15051728
CAMK1	DNM1L	1	1	SIGNOR:31063459;dbPTM:17553808;dbPTM:18695047;dbPTM:18838687
CAMK1	ATF1	1	1	HPRD-phos:20068231;HPRD-phos:8663317;HPRD:8384217;KEA:11018520;KEA:11335727;KEA:11909979;KEA:12414794;KEA:8384217;KEA:8663317;KEA:9016641;ProtMapper:8663317;SIGNOR:8663317;iPTMnet:20068231;iPTMnet:8621702;iPTMnet:8663317
CAMK1	NOS1	1	1	HPRD-phos:15251453;HPRD:10400690;HPRD:10874031;HPRD:12630910;HPRD:1375933;HPRD:15251453;KEA:10400690;KEA:10874031;KEA:12630910;KEA:1375933;KEA:15251453;ProtMapper:10400690;ProtMapper:27885874;SIGNOR:10400690;iPTMnet:10400690;iPTMnet:10874031;iPTMnet:12630910;iPTMnet:1375933;iPTMnet:15251453
CAMK1	CDKN1B	1	1	ProtMapper:23707388;SIGNOR:23707388
CAMK1	NUMB	1	1	ProtMapper:17022975;SIGNOR:17022975;iPTMnet:17022975
CAMK1	GCM1	1	1	PhosphoSite:21791615;SIGNOR:21791615;iPTMnet:21791615
CAMK1	HDAC5	1	1	HPRD:11081517;HPRD:11114197;HPRD:15367659;KEA:11081517;KEA:11114197;KEA:15367659;KEA:15728188;ProtMapper:11114197;SIGNOR:11114197;iPTMnet:11081517;iPTMnet:11114197;iPTMnet:11509672;iPTMnet:15367659
CAMK1	PPME1	1	1	PhosphoSite:24841198;SIGNOR:24841198
COL4A6	ITGA2_ITGB1	1	1	ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815;SIGNOR:12123670
IKBKE	REL	1	1	SIGNOR:16888014
MELK	CDC25B	1	1	HPRD:12400006;KEA:12400006;KEA:15629715;KEA:15908796;PhosphoSite:11333986;PhosphoSite:12400006;PhosphoSite:20801879;PhosphoSite:26140595;ProtMapper:12400006;ProtMapper:15908796;ProtMapper:24885567;SIGNOR:12400006;SIGNOR:15908796;dbPTM:11333986;dbPTM:12400006;dbPTM:15629715;dbPTM:15908796;iPTMnet:12400006;iPTMnet:15908796
ARHGEF7	CBLC	1	1	SIGNOR:14505571
UBAP2L	BMI1	1	1	InnateDB:24457600;SIGNOR:25185265
UBAP2L	RNF2	1	1	SIGNOR:25185265
IKBKE	FOXO3	1	1	ACSN:15084260;ACSN:20300203;InnateDB:22531926;PhosphoSite:15084260;PhosphoSite:23691078;ProtMapper:23691078;SIGNOR:23691078;iPTMnet:23691078
IKBKE	TRAF3IP2	1	1	BioGRID:23066157;SIGNOR:21822257;iPTMnet:21822257
IKBKE	ESR1	1	1	ProtMapper:19940156;ProtMapper:20863366;ProtMapper:23816933;SIGNOR:19940156;iPTMnet:19940156
IKBKE	STAT1	1	1	ProtMapper:17502367;ProtMapper:22520844;ProtMapper:24058806;ProtMapper:24065129;ProtMapper:24416652;ProtMapper:29186193;SIGNOR:17502367;iPTMnet:17502367
DOCK1	RAC1	1	1	Adhesome:10592173;Adhesome:12134158;Adhesome:15247908;Adhesome:15723800;Adhesome:9808620;BioGRID:9808620;HPRD:12134158;HPRD:15247908;HPRD:9808620;IntAct:12134158;IntAct:15723800;SIGNOR:25533347
SIM2	ARNT	1	1	HPRD:11782478;HPRD:9020169;HPRD:9271372;Lit-BM-17:11782478;Lit-BM-17:14701734;Lit-BM-17:9020169;Lit-BM-17:9271372;SIGNOR:9020169
FHL2	AR	1	1	CancerCellMap:10654935;HPRD:10654935;Lit-BM-17:10654935;NetPath:10654935;NetPath:17192406;SIGNOR:10654935
FHL2	SPHK1	1	1	Lit-BM-17:16888242;SIGNOR:16888242
E2F2	TFDP1	1	1	DIP:7739537;DIP:8657117;HPRD:7739537;HPRD:8755520;IntAct:20211142;SIGNOR:8832394
SELPLG	SELE	1	1	CellChatDB:26124272;CellTalkDB:11402070;Cellinker:11402070;Cellinker:26124272;Cellinker:8621728;Cellinker:9128259;HPRD:8621728;HPRD:9128259;LRdb:11402070;LRdb:8621728;LRdb:9128259;SIGNOR:9024699;connectomeDB2020:11402070;connectomeDB2020:8621728;connectomeDB2020:9128259
PTK2B	TGFB1I1	1	1	Adhesome:11311131;Adhesome:11856738;Adhesome:11937718;Adhesome:9422762;Adhesome:9858471;HPRD:11856738;HPRD:11937718;HPRD:9422762;KEA:11856738;Lit-BM-17:11856738;Lit-BM-17:9422762;Lit-BM-17:9858471;MPPI:9422762;ProtMapper:10838081;ProtMapper:16183059;ProtMapper:21533080;SIGNOR:10838081;dbPTM:10838081;dbPTM:11856738
PTK2B	NOS3	1	1	PhosphoSite:18483407;PhosphoSite:28444132;PhosphoSite:29030392;ProtMapper:18483407;ProtMapper:19934023;ProtMapper:25594051;ProtMapper:26184181;SIGNOR:18483407;SIGNOR:19934023;iPTMnet:18483407;iPTMnet:19934023
PTK2B	PTK2	1	1	Adhesome:16760434;HPRD:16760434;KEA:12960434;KEA:15247219;KEA:16254240;KEA:16760434;KEA:7529876;ProtMapper:16760434;ProtMapper:9182576;SIGNOR:16760434;iPTMnet:16760434
PTK2B	ASAP1	1	1	Adhesome:12771146;HPRD:12771146;KEA:12771146;SIGNOR:12771146;iPTMnet:12771146
PTK2B	STAP1	1	1	HPRD:10518561;SIGNOR:10518561
FRG1	KMT5B	1	1	SIGNOR:23720823
FZD2	DVL1	1	1	ELM:19388021;SIGNOR:23151663
FZD2	DVL2	1	1	SIGNOR:23151663
FZD2	LRP5	1	1	SIGNOR:25902418
PDK2	PDHA1	1	1	HPRD-phos:11485553;HPRD-phos:11486000;HPRD-phos:12676647;HPRD-phos:18212344;HPRD-phos:18691976;HPRD-phos:18767875;HPRD-phos:19415658;HPRD-phos:20166139;HPRD:11485553;HPRD:11486000;HPRD:12676647;KEA:11485553;KEA:11486000;KEA:12676647;KEA:15302935;KEA:16436377;KEA:17081983;KEA:17474719;KEA:7273851;KEA:82003483;ProtMapper:11485553;ProtMapper:17474719;ProtMapper:7782287;SIGNOR:11485553;SIGNOR:17474719;SIGNOR:7782287;iPTMnet:11485553;iPTMnet:11486000;iPTMnet:12676647;iPTMnet:17474719;iPTMnet:18212344;iPTMnet:18691976;iPTMnet:18767875;iPTMnet:19341700;iPTMnet:19415658;iPTMnet:20166139;iPTMnet:22910903;iPTMnet:7782287;phosphoELM:11486000;phosphoELM:16436377
FZD2	DVL3	1	1	SIGNOR:23151663
FZD2	CHD7_NLK_SETDB1	1	1	SIGNOR:21952300
GNA13	ARHGEF12	1	1	BioGRID:11094164;HPRD:11094164;HPRD:12515866;SIGNOR:12024019
PDE3A	ATP2A2	1	1	SIGNOR:25593322
CAPRIN1	G3BP1	1	1	SIGNOR:17210633
GRB14	INSR	1	1	HPRD:16582879;Lit-BM-17:11726652;Lit-BM-17:16582879;Lit-BM-17:19648926;Lit-BM-17:24535599;SIGNOR:24535599
BECN1	ZWINT	1	1	IntAct:22081109;IntAct:23478334;Lit-BM-17:20562859;Lit-BM-17:22081109;Lit-BM-17:23478334;SIGNOR:23478334
BECN1	USP10	1	1	SIGNOR:21962518
USP10	BECN1	1	1	SIGNOR:21962518
HES1	NR3C1	1	1	SIGNOR:24300895
HES1	NOTCH1_NOTCH2_RBPJ	1	1	SIGNOR:16682003
HES1	NOTCH1_NOTCH4_RBPJ	1	1	SIGNOR:16682003
HES1	NOTCH1_RBPJ	1	1	SIGNOR:16682003
HES1	NOTCH1_NOTCH3_RBPJ	1	1	SIGNOR:16682003
SLBP	H2BE1	1	1	SIGNOR:19155325
SLBP	H2BC12	1	1	SIGNOR:19155325
SLBP	H2AC4	1	1	SIGNOR:19155325
SLBP	H2BC11	1	1	SIGNOR:19155325
SLBP	H2AZ1	1	1	SIGNOR:19155325
SLBP	H2AC17	1	1	SIGNOR:19155325
SLBP	H2BW2	1	1	SIGNOR:19155325
SLBP	H2AB1	1	1	SIGNOR:19155325
SLBP	H2AB2	1	1	SIGNOR:19155325
SLBP	H3Y1	1	1	SIGNOR:19155325
SLBP	H3Y2	1	1	SIGNOR:19155325
SLBP	H2AX	1	1	SIGNOR:19155325
SLBP	H2AC7	1	1	SIGNOR:19155325
SLBP	H2BC17	1	1	SIGNOR:19155325
SLBP	H2BC3	1	1	SIGNOR:19155325
SLBP	H2BS1	1	1	SIGNOR:19155325
SLBP	H2BC5	1	1	SIGNOR:19155325
SLBP	H4-16	1	1	SIGNOR:19155325
SLBP	H2BC8	1	1	SIGNOR:19155325
SLBP	H3C8	1	1	SIGNOR:19155325
SLBP	H3-3A	1	1	SIGNOR:19155325
SLBP	H3-4	1	1	SIGNOR:19155325
SLBP	H2AC20	1	1	SIGNOR:19155325
SLBP	H2BC21	1	1	SIGNOR:19155325
SLBP	H2BC18	1	1	SIGNOR:19155325
SLBP	H3-2	1	1	SIGNOR:19155325
SLBP	H2BC20P	1	1	SIGNOR:19155325
SLBP	H2AC18	1	1	SIGNOR:19155325
SLBP	H3-5	1	1	SIGNOR:19155325
SLBP	H3C15	1	1	SIGNOR:19155325
SLBP	H2AZ2	1	1	SIGNOR:19155325
SLBP	H2AW	1	1	SIGNOR:19155325
SLBP	H2BW1	1	1	SIGNOR:19155325
SLBP	H2AC21	1	1	SIGNOR:19155325
SLBP	H2BU1	1	1	SIGNOR:19155325
SLBP	H2AC6	1	1	SIGNOR:19155325
SLBP	H2BC9	1	1	SIGNOR:19155325
SLBP	H2BC1	1	1	SIGNOR:19155325
SLBP	H2AC12	1	1	SIGNOR:19155325
SLBP	H2AC1	1	1	SIGNOR:19155325
SLBP	H2BC15	1	1	SIGNOR:19155325
SLBP	H2AC14	1	1	SIGNOR:19155325
SLBP	H2BC14	1	1	SIGNOR:19155325
SLBP	H2BC13	1	1	SIGNOR:19155325
SLBP	H2AJ	1	1	SIGNOR:19155325
HIC1	STAT3	1	1	SIGNOR:24067369
SEMA3A	PLXNA2	1	1	CellTalkDB:10934324;LRdb:10934324;SIGNOR:10679438
SEMA3A	PLXNA4	1	1	Baccin2019:15721238;CellTalkDB:15721238;HPMR:15721238;HPMR:15814794;LRdb:15721238;SIGNOR:25335892;connectomeDB2020:15721238
SEMA3A	PLXNA1	1	1	Baccin2019:10520994;CellTalkDB:10520994;HPMR:10520994;HPMR:15121181;LRdb:10520994;SIGNOR:25335892;connectomeDB2020:10520994
DMC1	SYCP3	1	1	SIGNOR:10525529
DMC1	SYCE1_SYCE2_SYCE3_SYCP1_SYCP2_SYCP3_TEX12	1	1	SIGNOR:10525529
ELAVL3	ADAM10	1	1	SIGNOR:19221430
ELAVL3	ANK3	1	1	SIGNOR:29614249
NBR1	GABARAPL2	1	1	ELM:19250911;ELM:21620860;InnateDB:19250911;InnateDB:23022382;IntAct:19250911;IntAct:20562859;Lit-BM-17:19250911;Lit-BM-17:20562859;SIGNOR:19250911
NBR1	SQSTM1	1	1	BioGRID:29343546;HPRD:12813044;InnateDB:12813044;IntAct:19250911;IntAct:24879152;Lit-BM-17:12813044;Lit-BM-17:15802564;Lit-BM-17:16861740;Lit-BM-17:19250911;Lit-BM-17:20562859;Lit-BM-17:20808283;Lit-BM-17:21935636;Lit-BM-17:24879152;Lit-BM-17:25007327;SIGNOR:19250911
NBR1	MAP1LC3A	1	1	ELM:19250911;ELM:21620860;InnateDB:19250911;InnateDB:23022382;IntAct:19250911;IntAct:19427866;Lit-BM-17:19250911;Lit-BM-17:19427866;Lit-BM-17:21935636;SIGNOR:19250911
TRIP12	NAE1	1	1	SIGNOR:18627766
TRIP12	RNF168	1	1	SIGNOR:22884692
TRIP12	CDKN2A	1	1	ACSN:20208519;DIP:20208519;IntAct:20208519;SIGNOR:20208519
MDC1	NBN	1	1	BioGRID:20224574;HPRD:12607005;IntAct:12607005;IntAct:18001824;IntAct:18583988;IntAct:18678890;IntAct:19804756;IntAct:20224574;Lit-BM-17:12607003;Lit-BM-17:12607005;Lit-BM-17:14519663;Lit-BM-17:15201865;Lit-BM-17:18001824;Lit-BM-17:18583988;Lit-BM-17:18678890;Lit-BM-17:19804756;Lit-BM-17:20224574;Lit-BM-17:20460517;Lit-BM-17:23115235;SIGNOR:19230643
KANK1	BAIAP2	1	1	HPRD:19171758;IntAct:19171758;SIGNOR:19171758
DIP2A	SOD1	1	1	SIGNOR:33781892
DIP2A	SOD2	1	1	SIGNOR:33781892
DIP2A	ABL2	1	1	SIGNOR:33622779
DIP2A	CTTN	1	1	SIGNOR:31600191
USP10	TP53	1	1	SIGNOR:21962518
MBTPS1	CREB3L2	1	1	SIGNOR:17178827
MBTPS1	CREB3L1	1	1	SIGNOR:16417584
KCNB1	VAPB	1	1	SIGNOR:29941597
KCNB1	VAPA	1	1	SIGNOR:29941597
PPP2R5D	RAF1	1	1	SIGNOR:16239230
STAT4	LAMTOR5	1	1	SIGNOR:22740693
LTBP1	TGFB1	1	1	DIP:21677751;IntAct:21677751;SIGNOR:8432736
LTBP2	FBN1	1	1	SIGNOR:19681046
GOLGB1	GOLGA2	1	1	SIGNOR:23555793
CASP8	PSEN1	1	1	HPRD-phos:10069390;HPRD:10069390;SIGNOR:10069390
CASP8	PSEN2	1	1	HPRD-phos:10069390;HPRD-phos:9219695;HPRD-phos:9990034;HPRD:10069390;HPRD:9219695;HPRD:9990034;SIGNOR:10069390
GRIN2C	GRIN1	1	1	SIGNOR:19477150
KPNB1	SMAD3	1	1	HPRD:10846168;NetPath:11294908;SIGNOR:10846168
KPNB1	IRF9_STAT1_STAT2	1	1	SIGNOR:17596301
NUMA1	TUBB4A	1	1	SIGNOR:11956313
NUMA1	TUBB	1	1	SIGNOR:11956313
NUMA1	TUBG1	1	1	SIGNOR:11956313
NUMA1	TUBA1B	1	1	SIGNOR:11956313
NUMA1	TUBA4A	1	1	SIGNOR:11956313
NUMA1	TUBB4B	1	1	SIGNOR:11956313
NUMA1	TUBB3	1	1	SIGNOR:11956313
NUMA1	TUBA3D	1	1	SIGNOR:11956313
NUMA1	TUBA3C	1	1	SIGNOR:11956313
NUMA1	TUBB2A	1	1	SIGNOR:11956313
NUMA1	TUBA3E	1	1	SIGNOR:11956313
NUMA1	TUBA1A	1	1	SIGNOR:11956313
NUMA1	TUBA1C	1	1	SIGNOR:11956313
NUMA1	TUBA8	1	1	SIGNOR:11956313
NUMA1	TUBD1	1	1	SIGNOR:11956313
ARHGAP19	RHOA	1	1	SIGNOR:32203420
UBXN2B	AURKA	1	1	SIGNOR:23649807
HERPUD1	HSPA5	1	1	SIGNOR:29295953
MAD2L1BP	TRIP13	1	1	HPRD:11591653;InnateDB:16189514;IntAct:16169070;IntAct:16189514;IntAct:19060904;IntAct:31515488;IntAct:32296183;Lit-BM-17:16169070;Lit-BM-17:26324890;SIGNOR:25092294
MAD2L1BP	BUB1B_BUB3_CDC20_MAD2L1	1	1	SIGNOR:25092294
RAB3GAP1	RAB3A	1	1	SIGNOR:11809763
EIF4H	EIF4A1	1	1	Lit-BM-17:19203580;SIGNOR:11418588
BRD3	EP300	1	1	SIGNOR:28045112
ACOX1	TP73	1	1	SIGNOR:31401980
P2RY6	GNAO1	1	1	SIGNOR:31160049
P2RY6	GNAZ	1	1	SIGNOR:31160049
P2RY6	GNA15	1	1	SIGNOR:31160049
P2RY6	GNAL	1	1	SIGNOR:31160049
P2RY6	GNA12	1	1	SIGNOR:31160049
P2RY6	GNA13	1	1	SIGNOR:31160049
P2RY6	GNAS	1	1	SIGNOR:31160049
PDIA6	ERN1	1	1	SIGNOR:24508390
PDIA6	EIF2AK3	1	1	SIGNOR:26487694
PDK1	ITGB3	1	1	HPRD-phos:10896934;HPRD-phos:18578522;KEA:10896934;ProtMapper:10896934;SIGNOR:10896934;iPTMnet:10896934;iPTMnet:18578522
PDK1	PDHA1	1	1	HPRD-phos:11485553;HPRD-phos:11486000;HPRD-phos:12676647;HPRD-phos:15302935;HPRD-phos:18088087;HPRD-phos:18212344;HPRD-phos:18691976;HPRD-phos:18767875;HPRD-phos:19415658;HPRD-phos:20058876;HPRD-phos:20068231;HPRD-phos:20166139;HPRD:11485553;HPRD:11486000;HPRD:12676647;KEA:11485553;KEA:11486000;KEA:12676647;KEA:15302935;KEA:16436377;KEA:17081983;KEA:17474719;KEA:7273851;KEA:82003483;ProtMapper:11485553;ProtMapper:7782287;SIGNOR:11485553;SIGNOR:7782287;iPTMnet:11485553;iPTMnet:11486000;iPTMnet:12676647;iPTMnet:15302935;iPTMnet:18088087;iPTMnet:18212344;iPTMnet:18691976;iPTMnet:18767875;iPTMnet:19341700;iPTMnet:19415658;iPTMnet:20058876;iPTMnet:20068231;iPTMnet:20166139;iPTMnet:22195962;iPTMnet:7782287;phosphoELM:11486000;phosphoELM:16436377
PDK1	PDHA2	1	1	ProtMapper:16436377;SIGNOR:16436377;iPTMnet:16436377
PDK2	PDHA2	1	1	ProtMapper:16436377;SIGNOR:16436377;iPTMnet:16436377
PDK3	PDHA2	1	1	ProtMapper:16436377;SIGNOR:16436377;iPTMnet:16436377
PRKD1	FAM83G	1	1	SIGNOR:32570757
PRKD1	TLR5	1	1	InnateDB:17442957;ProtMapper:17442957;ProtMapper:20557879;SIGNOR:17442957;dbPTM:17442957;iPTMnet:17442957;iPTMnet:20557879
PRKD1	SNAI1	1	1	PhosphoSite:19923321;PhosphoSite:20940406;PhosphoSite:22276203;PhosphoSite:22791710;ProtMapper:20940406;ProtMapper:22276203;ProtMapper:22791710;ProtMapper:24565133;ProtMapper:24954011;ProtMapper:25122124;ProtMapper:25203322;ProtMapper:26848698;ProtMapper:28056869;ProtMapper:29789636;SIGNOR:20940406;iPTMnet:20940406;iPTMnet:22276203;iPTMnet:25203322
PRKD1	CDH1	1	1	SIGNOR:15695390
PRKD1	PLCG1	1	1	HPRD-phos:19651622;HPRD-phos:20068231;HPRD-phos:8885868;HPRD:8885868;KEA:1370476;KEA:8885868;NetPath:8885868;ProtMapper:1370476;SIGNOR:1370476;iPTMnet:1370476;iPTMnet:19651622;iPTMnet:20068231;iPTMnet:8885868
PRKD1	OSBP	1	1	ProtMapper:20444975;ProtMapper:21152398;ProtMapper:21285358;ProtMapper:22875984;ProtMapper:23830809;SIGNOR:21285358;iPTMnet:20444975;iPTMnet:21285358
PRKD1	CTNNB1	1	1	PhosphoSite:29108267;ProtMapper:19141652;ProtMapper:26895471;ProtMapper:29108267;SIGNOR:19141652;iPTMnet:19141652
PRKD1	PIP4K2A	1	1	ProtMapper:16563698;SIGNOR:16563698;iPTMnet:16563698
PRKD1	HDAC7	1	1	HPRD-phos:15623513;HPRD-phos:15738054;HPRD-phos:16956611;HPRD-phos:18669648;HPRD-phos:18767875;HPRD-phos:20068231;HPRD:15623513;HPRD:15738054;KEA:15623513;KEA:15738054;KEA:16956611;PhosphoSite:15623513;PhosphoSite:16980613;PhosphoSite:18509061;PhosphoSite:18617643;PhosphoSite:20166139;PhosphoSite:22251793;ProtMapper:15623513;ProtMapper:15738054;ProtMapper:18509061;ProtMapper:18617643;ProtMapper:28174229;ProtMapper:28577984;SIGNOR:15623513;SIGNOR:15738054;SIGNOR:18509061;SIGNOR:18617643;dbPTM:16980613;dbPTM:17962809;iPTMnet:15623513;iPTMnet:15738054;iPTMnet:16956611;iPTMnet:18509061;iPTMnet:18617643;iPTMnet:18669648;iPTMnet:18767875;iPTMnet:20068231;phosphoELM:15623513;phosphoELM:18509061;phosphoELM:18617643
PRKD1	ARFIP1	1	1	PhosphoSite:25789876;ProtMapper:22981988;ProtMapper:23695357;ProtMapper:25789876;SIGNOR:23695357;iPTMnet:23695357
PRKD1	PKD2	1	1	ProtMapper:20881056;SIGNOR:20881056;iPTMnet:20881056
PRKD1	RIN1	1	1	PhosphoSite:11784866;ProtMapper:11784866;ProtMapper:12829240;ProtMapper:21209314;ProtMapper:21357900;SIGNOR:11784866;SIGNOR:21209314;dbPTM:11784866;dbPTM:18669648;iPTMnet:11784866;iPTMnet:21209314;phosphoELM:11784866
PRKD1	CACNA1C	1	1	PhosphoSite:22100296;PhosphoSite:22310722;PhosphoSite:31759979;ProtMapper:22100296;SIGNOR:22100296;iPTMnet:19527072;iPTMnet:22100296
PRKD1	CTTN	1	1	ProtMapper:19038333;ProtMapper:20363754;ProtMapper:26490115;ProtMapper:29152154;SIGNOR:19038333;SIGNOR:20363754;iPTMnet:19038333;iPTMnet:20363754
PRKD1	SSH1	1	1	PhosphoSite:15159416;PhosphoSite:19329994;PhosphoSite:19567672;PhosphoSite:21525957;PhosphoSite:23737525;PhosphoSite:24840177;PhosphoSite:24962708;ProtMapper:19329994;ProtMapper:19567672;ProtMapper:21525957;ProtMapper:23153585;ProtMapper:25266776;ProtMapper:26873625;SIGNOR:19567672;SIGNOR:21525957;iPTMnet:19567672;iPTMnet:21525957
PRKD1	BAD	1	1	PhosphoSite:12531792;ProtMapper:20179209;SIGNOR:20179209;iPTMnet:20179209
PRKD1	PPP1R14A	1	1	HPRD-phos:15003508;HPRD:15003508;InnateDB:15003508;KEA:11287002;KEA:12030846;KEA:12604330;KEA:15003508;KEA:15184667;KEA:15665049;PhosphoSite:11287002;PhosphoSite:12495628;PhosphoSite:15003508;PhosphoSite:15184667;PhosphoSite:16472257;ProtMapper:15003508;SIGNOR:32471307;iPTMnet:15003508;phosphoELM:15003508
PRKD1	DLC1	1	1	PhosphoSite:21087603;ProtMapper:21087603;SIGNOR:21087603;iPTMnet:21087603
PRKD1	PI4KB	1	1	PhosphoSite:26459638;PhosphoSite:28495678;PhosphoSite:33090289;ProtMapper:16912074;ProtMapper:23572552;SIGNOR:16912074;iPTMnet:16100512;iPTMnet:16912074
PRKD1	KIDINS220	1	1	HPRD-phos:10998417;HPRD-phos:18578522;HPRD-phos:18669648;HPRD-phos:20068231;HPRD:10998417;KEA:10998417;ProtMapper:10998417;SIGNOR:10998417;iPTMnet:10998417;iPTMnet:18578522;iPTMnet:18669648;iPTMnet:20068231
PRKD1	HDAC5	1	1	BioGRID:26137861;HPRD:11081517;HPRD:11114197;HPRD:15367659;KEA:11081517;KEA:11114197;KEA:15367659;ProtMapper:15367659;ProtMapper:19655095;ProtMapper:20621068;ProtMapper:21357900;ProtMapper:22865920;ProtMapper:25362149;ProtMapper:25514029;ProtMapper:28681592;SIGNOR:15367659;SIGNOR:22865920;iPTMnet:11081517;iPTMnet:11114197;iPTMnet:15367659;iPTMnet:16584705;iPTMnet:22865920
PRKD1	PTRH2	1	1	ProtMapper:18703509;SIGNOR:18703509;iPTMnet:18703509
